state,district,enrol_total_vol,enrol_stability,bio_total_vol,bio_stability,demo_total_vol,enrol_child_sum,bio_child_sum,health_index,cluster,risk_category
Uttar Pradesh,Kanpur Dehat,3985.0,6.756105290179826,75626.0,7.5485920873842485,72089.0,3802.0,53708.0,18.552599468377394,2,Moderate
Tamil Nadu,Thanjavur,1491.0,6.139355778398672,169567.0,7.556581865326474,76835.0,1471.0,71305.0,18.562564227061873,2,Moderate
Uttar Pradesh,Mau,4989.0,5.7164853361199315,87861.0,6.812534835450999,87700.0,4942.0,46911.0,18.579014983512714,2,Moderate
Maharashtra,Jalna,963.0,5.425360952190268,192692.0,7.373236995531374,79540.0,944.0,71820.0,18.58465938069977,2,Moderate
Maharashtra,Dhule,5361.0,5.906554100723799,197854.0,7.441064784367408,61908.0,4842.0,72244.0,18.65369594738887,2,Moderate
Tamil Nadu,Dindigul,1405.0,7.014724780993659,186123.0,7.4875176554445755,57577.0,1393.0,65029.0,18.654012578570327,2,Moderate
Jharkhand,Sahebganj,2685.0,7.774673891107757,64425.0,6.944376106127006,65749.0,2670.0,36759.0,18.743039243139407,2,Moderate
Haryana,Jhajjar,109.0,4.469453658337448,56639.0,7.323222408119775,32384.0,99.0,24917.0,18.74969927484762,1,Critical Risk
Bihar,Jamui,5189.0,6.730663755138549,82157.0,6.9026756362817325,66920.0,5029.0,46558.0,18.801832587762547,2,Moderate
Karnataka,Haveri,325.0,6.290944343793336,68328.0,7.343068364799901,57630.0,266.0,34207.0,18.81878928758004,2,Moderate
Telangana,Nizamabad,592.0,5.969669723721059,117196.0,7.8926471664081355,66975.0,583.0,63114.0,18.82420342225123,2,Moderate
Madhya Pradesh,Dhar,3978.0,5.647010343722725,146391.0,6.942058803146082,87455.0,3553.0,77936.0,18.851567857965808,2,Moderate
Madhya Pradesh,Tikamgarh,1568.0,7.240741693089012,160616.0,6.318653190592146,51168.0,1539.0,89448.0,18.855704367900636,2,Moderate
Mizoram,Serchhip,22.0,4.864068964608089,7604.0,4.968558478471276,2455.0,16.0,4895.0,18.873563110703966,1,Critical Risk
Madhya Pradesh,Bhopal,1606.0,5.266261332937263,186438.0,7.356617885259231,90864.0,1452.0,89809.0,18.89736683761841,2,Moderate
Rajasthan,Karauli,2779.0,7.9426154177380885,80971.0,7.874345340866958,58446.0,2670.0,49784.0,18.913344589123664,2,Moderate
Uttarakhand,Haridwar,1267.0,6.463435842009832,134636.0,8.013995110867928,68900.0,1215.0,88084.0,18.949030172247312,2,Moderate
West Bengal,Purba Medinipur,1368.0,5.570363489021951,131356.0,7.147926644091738,103429.0,1310.0,61435.0,18.950780257595724,2,Moderate
Uttar Pradesh,Faizabad,2874.0,7.260050614823789,94916.0,7.396200065291004,69979.0,2871.0,65237.0,18.986042314367047,2,Moderate
Haryana,Sonipat,305.0,6.1687397362000445,84653.0,7.639650994619669,60664.0,268.0,34624.0,18.998840013011023,2,Moderate
Maharashtra,Sindhudurg,81.0,2.2465574778835977,48377.0,7.961890660014263,27892.0,59.0,21284.0,19.064944404104605,1,Critical Risk
Assam,Dhubri,4214.0,6.824695071990086,59475.0,6.63285103285967,80799.0,3849.0,40373.0,19.07835132049051,2,Moderate
Chhattisgarh,Durg,567.0,4.331982184234129,179851.0,7.803782909855784,77149.0,520.0,76883.0,19.07973859791523,2,Moderate
Telangana,Karimnagar,693.0,5.719301371914941,135876.0,7.673015542283298,77995.0,686.0,68569.0,19.101862028571144,2,Moderate
Chhattisgarh,Raigarh,662.0,6.155275822042963,174626.0,8.082237497140277,83436.0,625.0,39625.0,19.10702857580077,2,Moderate
NCT Of Delhi,North Delhi,1311.0,7.525113882431808,60830.0,4.984067902962265,86900.0,1230.0,25642.0,19.131387292797214,2,Moderate
Uttar Pradesh,Balrampur,8143.0,5.214717316165628,102112.0,6.668681107703247,78076.0,7907.0,66623.0,19.241063130239784,2,Moderate
Chhattisgarh,Surguja,690.0,5.886997117113132,82860.0,8.118000588178392,115683.0,679.0,30222.0,19.258947721612703,2,Moderate
Madhya Pradesh,Shivpuri,5614.0,6.0198884975491636,166572.0,6.51600570793428,68930.0,4867.0,90683.0,19.279329930178076,2,Moderate
Maharashtra,Raigarh,816.0,5.531191174103787,156663.0,7.834508762300094,85867.0,815.0,74452.0,19.289519629527945,2,Moderate
Maharashtra,Sangli,1935.0,5.447244802376762,223013.0,7.8806738392000675,89884.0,1802.0,94241.0,19.301813768200535,2,Moderate
Uttar Pradesh,Farrukhabad,3026.0,7.620595000171117,77196.0,7.615212904449444,70138.0,2944.0,55262.0,19.316332042627643,2,Moderate
Uttar Pradesh,Mainpuri,6670.0,6.504001459130461,73791.0,6.888376266296689,69441.0,6483.0,47533.0,19.390642334336974,2,Moderate
Uttar Pradesh,Sant Kabir Nagar,3380.0,7.133591992337759,90540.0,7.227435086126756,79206.0,3343.0,53729.0,19.42445554729941,2,Moderate
Tamil Nadu,Tirunelveli,1372.0,5.8613855923298495,214773.0,7.457154995264897,79890.0,1370.0,97249.0,19.535396427491182,2,Moderate
Madhya Pradesh,Seoni,523.0,6.819367479052199,85752.0,6.901141062610623,74283.0,513.0,45852.0,19.536020989769717,2,Moderate
Uttar Pradesh,Mirzapur,4109.0,6.418827346794784,108192.0,7.253622498426288,87276.0,4101.0,73940.0,19.570715815947246,2,Moderate
Kerala,Kozhikode,2117.0,6.501420357342775,152186.0,7.509731751782592,89927.0,1914.0,61123.0,19.570795716607247,2,Moderate
Odisha,Mayurbhanj,1896.0,7.164253698391333,156985.0,7.5379954450005915,71521.0,1861.0,77378.0,19.627534062670797,2,Moderate
Haryana,Hisar,307.0,4.920451402232881,115867.0,7.130908937109875,63206.0,289.0,53323.0,19.639322580374238,2,Moderate
Uttar Pradesh,Kannauj,3555.0,8.22488194093533,71653.0,7.8186370655389945,59687.0,3455.0,49715.0,19.65100391638024,2,Moderate
Madhya Pradesh,Balaghat,568.0,5.291638490484146,126762.0,6.866890867939266,79292.0,540.0,72713.0,19.666487886621063,2,Moderate
Madhya Pradesh,Chhatarpur,6332.0,5.667754674414074,158531.0,6.90323514400604,79858.0,5965.0,89515.0,19.698630611916553,2,Moderate
Rajasthan,Kota,1980.0,7.1073680645159225,93354.0,7.273217451217575,93066.0,1876.0,47161.0,19.789423500406773,2,Moderate
Telangana,Nalgonda,1256.0,6.856590958175634,137989.0,7.694562199536068,77441.0,1246.0,80121.0,19.81895079118837,2,Moderate
Jharkhand,Palamu,2058.0,5.975455209393735,113041.0,5.882292025070757,114051.0,1994.0,57189.0,19.830537851367026,2,Moderate
Maharashtra,Gadchiroli,290.0,6.362987846901971,140665.0,7.672134822151976,52698.0,268.0,38590.0,19.8405140701389,2,Moderate
Bihar,Madhepura,4456.0,6.363449432845143,117237.0,7.431273966039248,91861.0,4417.0,51666.0,19.853300625838834,2,Moderate
Chhattisgarh,Korba,502.0,7.08775992307653,101874.0,7.663568480159772,83374.0,489.0,32907.0,19.855496002283303,2,Moderate
Haryana,Sirsa,200.0,5.068991762332228,97066.0,7.411317839467949,55162.0,198.0,40642.0,19.85987221291375,2,Moderate
Tamil Nadu,Tiruvannamalai,710.0,6.196288619773025,141455.0,7.43510627405618,65218.0,677.0,82696.0,19.86729147264722,2,Moderate
Rajasthan,Jhalawar,2058.0,7.870594662213148,80112.0,8.139219959368496,81092.0,2002.0,42460.0,19.92785135305433,2,Moderate
Madhya Pradesh,Jabalpur,1814.0,6.345035710790098,158664.0,7.04299785865347,92051.0,1713.0,82138.0,19.942713021676866,2,Moderate
Bihar,Banka,4876.0,6.160458182527384,98227.0,6.6071998235042795,98120.0,4797.0,49854.0,19.988571713446614,2,Moderate
Uttar Pradesh,Kaushambi,3107.0,7.487379360338849,97595.0,6.956548350234534,77012.0,3038.0,74241.0,20.019911746404006,2,Moderate
Maharashtra,Ratnagiri,251.0,3.670759837228817,139189.0,8.057845384636783,53009.0,219.0,56842.0,20.06439042112607,1,Critical Risk
Madhya Pradesh,Barwani,9022.0,4.9505505259060305,143427.0,6.349106907494412,82759.0,8355.0,78193.0,20.121352848243973,2,Moderate
Uttar Pradesh,Shamli,2670.0,7.769934154904514,103134.0,7.919399610764585,75614.0,2613.0,65022.0,20.15158033472045,2,Moderate
Uttar Pradesh,Sultanpur,5969.0,6.511426988317661,98465.0,7.400216396338188,82621.0,5837.0,60800.0,20.179599904967787,2,Moderate
Assam,Nagaon,3871.0,6.553293320261012,117879.0,7.484747293280455,97377.0,3478.0,44214.0,20.18119829302585,2,Moderate
Madhya Pradesh,Ujjain,1858.0,7.185856245748384,149951.0,7.758508869033734,76708.0,1763.0,86924.0,20.194987603090016,2,Moderate
Tamil Nadu,Vellore,1362.0,5.967513270597776,191803.0,7.801107208662382,89400.0,1309.0,99121.0,20.267514489703284,2,Moderate
Rajasthan,Pali,2814.0,7.838409595395296,155910.0,7.699946795770479,66337.0,2696.0,70502.0,20.285116431071852,2,Moderate
Gujarat,Vadodara,2978.0,5.928012199741265,201417.0,7.2580748177599155,100027.0,2433.0,72719.0,20.29531150097276,2,Moderate
Haryana,Kurukshetra,89.0,4.412698907984113,69992.0,7.546806675015874,28709.0,78.0,23358.0,20.308228742517745,1,Critical Risk
Rajasthan,Dholpur,2861.0,8.077520046550237,74417.0,7.758487378842445,77555.0,2711.0,47710.0,20.31505798117262,2,Moderate
Andhra Pradesh,Nellore,756.0,6.017416902628009,158477.0,7.245343007264052,68123.0,754.0,99065.0,20.321260073927874,2,Moderate
Tamil Nadu,Cuddalore,1137.0,6.4959883660913995,168105.0,7.70254141513824,81595.0,1093.0,90307.0,20.441061501299203,2,Moderate
Bihar,Khagaria,3848.0,8.003007680189988,79904.0,7.055517656541143,75624.0,3779.0,39283.0,20.472008478814775,2,Moderate
Chhattisgarh,Raipur,836.0,4.420826243599423,192369.0,7.089625567925991,133007.0,779.0,59735.0,20.51552091770927,2,Moderate
Uttar Pradesh,Sambhal,3933.0,6.561819789193846,103347.0,6.552233348430867,99589.0,3816.0,78323.0,20.528156880520818,2,Moderate
Madhya Pradesh,Sagar,2269.0,6.2181476074380395,192725.0,7.1813050194075725,87877.0,1882.0,112844.0,20.52904040752492,2,Moderate
West Bengal,Kolkata,5333.0,6.128257690562425,91010.0,7.317431892232153,106476.0,4610.0,26755.0,20.530487097841313,0,Healthy
Tamil Nadu,Coimbatore,1847.0,5.416060090620944,219722.0,7.080385833422055,117738.0,1804.0,75352.0,20.60118886240528,2,Moderate
Haryana,Palwal,336.0,8.008392720301805,58697.0,7.933275936348882,68968.0,332.0,30617.0,20.70441318245773,2,Moderate
Haryana,Karnal,187.0,6.532150160187038,94019.0,7.69620362765983,49131.0,179.0,32424.0,20.729723754049967,2,Moderate
West Bengal,Howrah,3270.0,6.840668373130107,99337.0,7.146290692607907,107739.0,3124.0,43092.0,20.782525381425167,0,Healthy
Bihar,Buxar,4712.0,8.199487271225925,57028.0,7.743344605507998,73902.0,4648.0,24831.0,20.78316922570529,2,Moderate
Jharkhand,Ranchi,4947.0,5.869212752550238,177774.0,6.9567333171709755,103653.0,4613.0,61673.0,20.823892447254686,2,Moderate
Uttar Pradesh,Basti,5296.0,6.987956982853169,109201.0,7.09362033784949,84810.0,5216.0,69272.0,20.830012815650374,2,Moderate
West Bengal,Bankura,2272.0,5.299525804955972,108049.0,6.631247762293326,145827.0,2122.0,53009.0,20.84259260515556,0,Healthy
Rajasthan,Bhilwara,3218.0,7.043273815578052,120019.0,7.647958447857507,97739.0,3035.0,63856.0,20.865265449053787,2,Moderate
Uttar Pradesh,Chandauli,5161.0,6.863112167516614,90544.0,6.999516168160934,93603.0,4986.0,61634.0,20.92304047584464,2,Moderate
Rajasthan,Jalor,6109.0,7.6988745077210154,99786.0,7.673440082623949,66690.0,5875.0,51608.0,20.95742206119393,2,Moderate
Rajasthan,Sikar,3237.0,7.6519452674109685,161613.0,7.697227512111307,78337.0,3061.0,73998.0,21.032562679616397,2,Moderate
Jammu And Kashmir,Budgam,66.0,4.09237749218706,23111.0,7.4469890668690955,18622.0,51.0,18502.0,21.05343251140979,1,Critical Risk
Himachal Pradesh,Lahul and Spiti,1.0,0.32881309020609945,765.0,7.247391668597085,233.0,1.0,557.0,21.14597835226836,1,Critical Risk
Punjab,Ludhiana,5405.0,5.025260625035221,190927.0,7.281100129507443,119703.0,4573.0,81491.0,21.180461071768313,0,Healthy
Rajasthan,Banswara,3060.0,7.451730706502407,93711.0,8.03434583682668,101294.0,3030.0,52757.0,21.228387466593293,0,Healthy
Haryana,Bhiwani,168.0,5.840224490349342,95625.0,7.666173465644639,34280.0,152.0,37865.0,21.241551160552273,2,Moderate
Chhattisgarh,Dhamtari,92.0,4.198809087644572,90278.0,7.803453413899564,44713.0,89.0,26826.0,21.301186357746833,1,Critical Risk
Madhya Pradesh,Gwalior,6432.0,6.93360310845096,127120.0,7.2564794964054515,81719.0,5602.0,69790.0,21.38788432617855,2,Moderate
Jharkhand,Dhanbad,4153.0,6.5764872036997195,151069.0,6.882144532787254,107797.0,4061.0,52546.0,21.395592845677367,0,Healthy
Madhya Pradesh,Chhindwara,673.0,6.7314476779833665,140191.0,7.616928996098391,89422.0,625.0,63350.0,21.44815525168943,2,Moderate
Rajasthan,Churu,4892.0,7.7910756266893895,133224.0,7.81510865398413,76097.0,4732.0,67446.0,21.47968174897461,2,Moderate
Madhya Pradesh,Rewa,1492.0,6.830790473103516,194959.0,7.1785856876141985,83134.0,1463.0,119788.0,21.49090120400981,2,Moderate
Chhattisgarh,Balod,75.0,1.8714567270345877,81215.0,6.948398079351465,59734.0,71.0,26841.0,21.533941632713432,1,Critical Risk
Chandigarh,Chandigarh,247.0,4.440484307392275,74462.0,6.130087585452312,83336.0,211.0,49166.0,21.601765503097578,2,Moderate
Rajasthan,Dungarpur,2702.0,8.128032366567767,86558.0,7.933785853666768,95308.0,2649.0,51452.0,21.636711497379586,0,Healthy
Gujarat,Banaskantha,7416.0,6.855898983358955,151757.0,7.4702253316794565,75207.0,5781.0,74015.0,21.700211974313113,2,Moderate
Haryana,Fatehabad,102.0,4.160185840727953,69794.0,7.045654481472781,41970.0,92.0,29864.0,21.7342953398592,1,Critical Risk
West Bengal,Birbhum,2148.0,5.766767440276806,110194.0,7.451141109542154,151363.0,2041.0,47630.0,21.788434636768173,0,Healthy
Uttar Pradesh,Deoria,5557.0,6.280441554068865,138613.0,7.305493984632581,109251.0,5443.0,78834.0,21.85263049609686,0,Healthy
Chhattisgarh,Janjgir-champa,573.0,6.062710073978251,180654.0,7.5966608335678165,112160.0,572.0,51955.0,21.86509571431657,2,Moderate
Telangana,Mahabubnagar,2479.0,7.153430144800487,195049.0,7.679515732618998,96426.0,2463.0,104613.0,21.99528006343105,2,Moderate
Maharashtra,Osmanabad,723.0,6.489993327897317,155055.0,7.357521698383135,108833.0,713.0,62688.0,22.02998058617707,2,Moderate
Maharashtra,Palghar,3356.0,6.310920880972765,157952.0,7.850437475189955,122107.0,3191.0,91196.0,22.085563085520366,0,Healthy
Gujarat,Rajkot,4651.0,5.278934989364066,168711.0,6.81586997245539,137600.0,3732.0,79522.0,22.18375722016245,0,Healthy
Maharashtra,Satara,873.0,5.269417200530841,209569.0,7.918392108155177,98223.0,717.0,103754.0,22.21919652260308,2,Moderate
Odisha,Ganjam,1053.0,6.672599841917002,188862.0,7.728027078132958,98839.0,1044.0,96263.0,22.334154556716047,2,Moderate
Madhya Pradesh,Satna,2078.0,7.942667941467883,172713.0,7.592767571374987,87053.0,1946.0,96656.0,22.372576602307277,2,Moderate
Tamil Nadu,Salem,1832.0,6.190648913188334,240644.0,7.531769039516937,106371.0,1608.0,118161.0,22.383848060824892,2,Moderate
Bihar,Supaul,4720.0,7.410306547412048,112370.0,7.029132985107117,106911.0,4563.0,47023.0,22.473156688649578,0,Healthy
Bihar,Kishanganj,1807.0,6.216917920260197,141279.0,7.619937068358112,145141.0,1782.0,57815.0,22.47890783568483,0,Healthy
Uttar Pradesh,Pilibhit,4844.0,5.687585265009935,135630.0,7.45398733439859,136263.0,4631.0,94560.0,22.48108277682065,0,Healthy
Maharashtra,Parbhani,1210.0,6.359189243072541,184026.0,7.828247691025976,116829.0,1011.0,77890.0,22.530037916266767,2,Moderate
Uttar Pradesh,Rae Bareli,3917.0,7.398428734103702,128738.0,7.721177212352786,108253.0,3875.0,83330.0,22.617502210657037,0,Healthy
Rajasthan,Bikaner,5819.0,8.048041210812999,130871.0,7.805273655267803,81652.0,5620.0,62218.0,22.66080122576576,0,Healthy
Chhattisgarh,Bilaspur,1451.0,5.474405008729694,195037.0,7.951472903365278,153341.0,1432.0,67405.0,22.73432746728035,0,Healthy
Uttar Pradesh,Firozabad,5050.0,5.896747992603607,113767.0,6.769550203071731,139201.0,4926.0,81603.0,22.7636747815421,0,Healthy
Uttarakhand,Udham Singh Nagar,1003.0,5.726829429003249,144867.0,8.079593769095743,134862.0,985.0,89690.0,22.77980249253603,0,Healthy
Tamil Nadu,Madurai,1063.0,6.419722073028717,213798.0,7.459131877432893,106052.0,1024.0,100202.0,22.87899120882964,2,Moderate
Andhra Pradesh,Ananthapur,151.0,2.8727917520674953,84132.0,6.589924616032413,30026.0,151.0,64082.0,22.883983530412788,1,Critical Risk
Uttar Pradesh,Siddharthnagar,9138.0,6.577834571594775,107280.0,6.579945280351791,93643.0,8739.0,65033.0,22.93114356152287,0,Healthy
Rajasthan,Ajmer,2935.0,7.095693208017024,141858.0,7.717655401448793,124036.0,2787.0,78270.0,22.95750432741293,0,Healthy
Chhattisgarh,Mahasamund,588.0,7.2749781836396465,99869.0,7.982803630260986,134887.0,563.0,30360.0,23.044349759123534,0,Healthy
Maharashtra,Amravati,1132.0,6.0846055634017455,338283.0,7.888282866362388,96191.0,1025.0,103569.0,23.07553442918215,2,Moderate
Madhya Pradesh,Morena,8317.0,5.950478969037723,145559.0,6.895236565560577,110417.0,7647.0,94466.0,23.12587958305263,0,Healthy
Haryana,Yamuna Nagar,118.0,4.974597568941138,88728.0,7.912398133047452,52881.0,110.0,33592.0,23.147299591765993,2,Moderate
Bihar,Saharsa,6782.0,8.192189724469099,119866.0,7.669898896850613,81177.0,6577.0,42412.0,23.164969123169875,0,Healthy
Maharashtra,Buldhana,1235.0,6.676434605208813,219501.0,8.117338065803079,114172.0,1093.0,84533.0,23.195843825490154,2,Moderate
Haryana,Faridabad,3548.0,5.925985764225258,118951.0,6.857035600321915,160555.0,3225.0,58976.0,23.389432058584173,0,Healthy
Maharashtra,Mumbai,3958.0,4.762107684926525,404359.0,7.630938868102853,135483.0,3881.0,119615.0,23.434501646782135,0,Healthy
Maharashtra,Latur,1779.0,6.7352467782981975,246741.0,7.290994101507065,125627.0,1631.0,74375.0,23.452694008564777,0,Healthy
Uttar Pradesh,Pratapgarh,4442.0,7.959412024986745,131960.0,7.742820633818657,104730.0,4386.0,78855.0,23.45289131472783,0,Healthy
Bihar,Aurangabad,7169.0,7.348244972530004,96430.0,6.951161878412279,105840.0,7096.0,46556.0,23.53250185290488,0,Healthy
Bihar,Rohtas,5198.0,7.469209095565524,111710.0,7.285272305084376,117745.0,5120.0,50054.0,23.53946954499441,0,Healthy
Uttar Pradesh,Bara Banki,3310.0,7.628860547423334,165242.0,7.361280027668721,109967.0,3218.0,114423.0,23.56781234350828,0,Healthy
Uttar Pradesh,Fatehpur,5807.0,7.6310911021189884,117914.0,7.401536661389827,107120.0,5582.0,71340.0,23.63379496609658,0,Healthy
NCT Of Delhi,North East Delhi,3814.0,6.799881964013636,143096.0,7.344840549141564,141148.0,3749.0,77278.0,23.91097420250696,0,Healthy
Maharashtra,Chandrapur,461.0,5.185503411207572,213634.0,7.826378818744852,112071.0,375.0,65688.0,23.911422155216304,2,Moderate
West Bengal,Puruliya,3545.0,7.056352212831514,92096.0,7.323075463466794,155038.0,3412.0,36223.0,24.18289981106154,0,Healthy
Andhra Pradesh,Prakasam,1218.0,6.150594761676842,212299.0,7.397332304154423,120498.0,1157.0,136533.0,24.247995948078298,2,Moderate
West Bengal,Barddhaman,3020.0,5.713867177371377,181126.0,7.148802313000721,170401.0,3006.0,78501.0,24.270056734537178,0,Healthy
Uttar Pradesh,Moradabad,6349.0,5.185349585993832,160474.0,6.269200345910971,163505.0,6131.0,101759.0,24.533696581928904,0,Healthy
Jharkhand,Giridih,6608.0,7.270429873550398,110410.0,6.602207920910645,125671.0,6526.0,53614.0,24.560453022796725,0,Healthy
Meghalaya,East Khasi Hills,24554.0,5.468516068361129,21004.0,6.58237729122857,16360.0,14606.0,8982.0,24.66174393834789,2,Moderate
Tamil Nadu,Chennai,2357.0,6.254075130299111,233031.0,7.221420582499205,148368.0,2159.0,112682.0,24.689064554205142,0,Healthy
Uttar Pradesh,Mathura,5895.0,8.218727343107371,119417.0,7.4753029574194105,109289.0,5766.0,79993.0,24.766229244039344,0,Healthy
Rajasthan,Nagaur,5649.0,7.972481756356121,205368.0,7.834265785833041,103427.0,5441.0,104709.0,24.877542411420016,0,Healthy
Chhattisgarh,Rajnandgaon,394.0,5.41994970455918,154498.0,6.692747475596068,148118.0,371.0,53657.0,24.886013202456176,0,Healthy
Maharashtra,Kolhapur,1057.0,5.855462991142828,271084.0,7.809536141555631,129934.0,985.0,118410.0,24.96358093239652,0,Healthy
Andaman And Nicobar Islands,South Andaman,12.0,2.831582489526136,10120.0,7.443078072693918,3391.0,12.0,6629.0,25.032650339967194,1,Critical Risk
Uttar Pradesh,Ballia,5897.0,8.533043535165717,133005.0,7.820369409434818,104948.0,5860.0,77756.0,25.061816583738665,0,Healthy
Bihar,Begusarai,5103.0,7.52872003995688,147208.0,7.494775750301186,132990.0,5045.0,72549.0,25.07511564093271,0,Healthy
Rajasthan,Bharatpur,6818.0,8.146884614164447,141155.0,7.504788561744418,105063.0,6643.0,78011.0,25.079957081217053,0,Healthy
Bihar,Nawada,12671.0,7.186930237782262,86245.0,7.609852592314625,86518.0,12380.0,38447.0,25.20048769646946,0,Healthy
Rajasthan,Udaipur,6265.0,7.236038714945474,179778.0,7.765003850702155,127492.0,6073.0,95310.0,25.352531706334247,0,Healthy
Uttar Pradesh,Gonda,7822.0,6.898411577101052,152075.0,7.066236014622559,125916.0,7494.0,99643.0,25.352582817728898,0,Healthy
NCT Of Delhi,South West Delhi,2304.0,6.82216604266252,141527.0,7.136064963613744,169699.0,1945.0,66558.0,25.368081663711912,0,Healthy
Tamil Nadu,Kancheepuram,3421.0,6.997294896047777,233919.0,7.715945211365631,141293.0,3354.0,120462.0,25.404011182017054,0,Healthy
Uttar Pradesh,Unnao,9310.0,6.503800690918755,146390.0,7.40229120017906,124543.0,8943.0,92856.0,25.428032702617546,0,Healthy
Maharashtra,Gondiya,110.0,5.126348657238682,96514.0,7.860739255907759,63618.0,104.0,35448.0,25.45973073299544,2,Moderate
Uttar Pradesh,Muzaffarnagar,4699.0,7.460908204046294,169851.0,6.786265460985026,135633.0,4575.0,113738.0,25.500133382063535,0,Healthy
Bihar,Araria,5640.0,6.613032984353423,155444.0,6.754848953968585,155315.0,5515.0,72533.0,25.52620484622985,0,Healthy
Andhra Pradesh,Cuddapah,415.0,5.255055185642388,170796.0,7.49573018826047,83667.0,413.0,115127.0,25.55904632357781,2,Moderate
Bihar,Gopalganj,9845.0,7.707339455275729,103484.0,7.081919796097995,105867.0,9649.0,46818.0,25.729592882565505,0,Healthy
NCT Of Delhi,East Delhi,2681.0,6.57399061017626,122805.0,7.235481804850615,187061.0,2458.0,53829.0,25.729918710908777,0,Healthy
Rajasthan,Barmer,5329.0,8.316009611033536,196765.0,7.828226896281877,111721.0,5233.0,114905.0,25.756340451523464,0,Healthy
Tamil Nadu,Tiruvallur,2723.0,7.047853642699222,237793.0,7.855998277315677,148408.0,2665.0,125834.0,25.96944872742159,0,Healthy
West Bengal,Jalpaiguri,4980.0,6.448199989610077,80643.0,7.019406920262962,187511.0,4442.0,32134.0,26.046737128119133,0,Healthy
Maharashtra,Aurangabad,5019.0,6.0623548930429685,311373.0,7.806807018177052,155129.0,4874.0,110323.0,26.138001999631626,0,Healthy
Maharashtra,Nagpur,1735.0,5.755226564516168,350923.0,7.581647274953537,158901.0,1502.0,112851.0,26.21593002443521,0,Healthy
Uttar Pradesh,Maharajganj,11739.0,7.147818704688003,103101.0,8.006580632491975,108898.0,11265.0,58855.0,26.268590128489954,0,Healthy
West Bengal,Hooghly,4198.0,6.534991596517932,160728.0,7.123708226862555,181773.0,3856.0,70327.0,26.48750347362745,0,Healthy
Uttar Pradesh,Gautam Buddha Nagar,9955.0,6.309161604586767,89439.0,6.90581450793571,153991.0,9318.0,49113.0,26.72972417616945,0,Healthy
Bihar,Purnia,7905.0,6.562349680833012,228551.0,6.950396179575279,143374.0,7721.0,106033.0,26.784758120802614,0,Healthy
Kerala,Malappuram,4362.0,7.420530201251932,224009.0,7.5463377546690795,152390.0,4116.0,96696.0,26.79155312899571,0,Healthy
Uttar Pradesh,Kushinagar,6162.0,6.845375278814358,147826.0,7.271253366789981,167255.0,6132.0,81324.0,26.90972638147782,0,Healthy
Uttar Pradesh,Ghazipur,6965.0,8.364871759398435,145692.0,7.6274954499930265,127840.0,6894.0,91279.0,27.086002402016796,0,Healthy
West Bengal,Nadia,4466.0,6.70257561910452,127791.0,7.604802956690354,192312.0,3623.0,51700.0,27.133610663204124,0,Healthy
Andhra Pradesh,Krishna,574.0,4.849529321160482,233247.0,7.447862110142529,111849.0,540.0,146788.0,27.229250159432343,2,Moderate
Haryana,Kaithal,97.0,5.893393716651392,79936.0,7.449251997928626,39974.0,85.0,34402.0,27.264322437764065,2,Moderate
Maharashtra,Jalgaon,2806.0,6.377445608195889,417384.0,7.933154663617303,151076.0,2579.0,148853.0,27.285768268894174,0,Healthy
Bihar,Siwan,9162.0,8.09488470999493,125804.0,7.160136454113122,123722.0,9025.0,52907.0,27.306407923284347,0,Healthy
Uttar Pradesh,Rampur,8059.0,7.086839316255518,124942.0,7.800409135046884,155518.0,7757.0,83353.0,27.3652665201913,0,Healthy
Rajasthan,Jodhpur,7652.0,7.216923077184372,219033.0,7.544864039718352,139970.0,6724.0,114854.0,27.421234884499025,0,Healthy
Maharashtra,Beed,2731.0,6.951765978381397,255495.0,7.889850547502651,171151.0,2461.0,114059.0,27.45376181874068,0,Healthy
Maharashtra,Wardha,94.0,4.655287860541904,126459.0,7.849904977025598,30342.0,89.0,41487.0,27.492307073740964,1,Critical Risk
Bihar,Darbhanga,5748.0,7.52846809167078,210380.0,7.16444227818337,153928.0,5677.0,93323.0,27.51933497336852,0,Healthy
Bihar,Katihar,5018.0,6.616969628495363,217280.0,7.059649392160293,180294.0,4903.0,98243.0,27.624476383334688,0,Healthy
West Bengal,Malda,4040.0,7.453062947008245,95318.0,7.83761789735797,196380.0,3956.0,38434.0,27.784878701277854,0,Healthy
Maharashtra,Mumbai Suburban,5736.0,6.237787345390286,174190.0,7.614735915203005,192977.0,4946.0,99373.0,27.921082760648492,0,Healthy
West Bengal,Paschim Medinipur,3845.0,6.3337342109647405,148750.0,7.426424921055436,214180.0,3695.0,69346.0,27.992830481942853,0,Healthy
Haryana,Jind,92.0,6.85216197217547,91268.0,7.7764830532954505,44013.0,92.0,34877.0,28.12195947667364,2,Moderate
Uttar Pradesh,Bulandshahr,7730.0,6.444052881328401,180832.0,7.175379822766791,174757.0,7521.0,133979.0,28.249274866539764,0,Healthy
Bihar,Bhojpur,10221.0,7.796764017400687,96996.0,7.280362234466412,142341.0,10115.0,39485.0,28.384687881540543,0,Healthy
Uttar Pradesh,Budaun,7756.0,7.3213394036115265,110318.0,7.796298279021749,171339.0,7407.0,77268.0,28.413960645708585,0,Healthy
Uttar Pradesh,Varanasi,13855.0,4.982404256615336,182411.0,6.781691868988943,159498.0,13404.0,102481.0,28.480507865474998,0,Healthy
